Iteration	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
21030	-115497	-115502	4.87904	0.06901688	0.01547825	0.05353863	0.01547825
21040	-115497	-115502	4.87849	0.06883114	0.01526562	0.05356552	0.01526562
21050	-115499	-115504	4.86443	0.06922348	0.01452219	0.05470129	0.01452219
21060	-115500	-115505	4.85379	0.07370686	0.02285584	0.05085102	0.02285584
21070	-115497	-115502	4.88189	0.0702366	0.01725268	0.05298393	0.01725268
21080	-115498	-115503	4.89174	0.06955446	0.01817756	0.0513769	0.01817756
21090	-115498	-115503	4.88972	0.06849361	0.01607136	0.05242224	0.01607136
21100	-115499	-115504	4.87031	0.07197738	0.02183779	0.05013959	0.02183779
21110	-115499	-115504	4.87169	0.07211241	0.01919403	0.05291839	0.01919403
21120	-115497	-115502	4.87996	0.07111851	0.01880784	0.05231066	0.01880784
21130	-115500	-115505	4.86599	0.07280195	0.01966049	0.05314146	0.01966049
21140	-115497	-115502	4.88498	0.07053792	0.01880443	0.05173349	0.01880443
21150	-115497	-115502	4.87942	0.06993506	0.01647764	0.05345742	0.01647764
21160	-115497	-115502	4.87766	0.07132064	0.01862426	0.05269638	0.01862426
21170	-115497	-115502	4.88693	0.06966635	0.01720993	0.05245642	0.01720993
21180	-115498	-115503	4.89337	0.0688404	0.01706462	0.05177578	0.01706462
21190	-115498	-115503	4.88527	0.06808014	0.01522269	0.05285744	0.01522269
21200	-115497	-115502	4.88033	0.06892588	0.01551371	0.05341217	0.01551371
21210	-115497	-115502	4.88635	0.0688785	0.01609063	0.05278787	0.01609063
21220	-115497	-115502	4.88342	0.07050129	0.01809734	0.05240395	0.01809734
21230	-115497	-115502	4.88252	0.07078132	0.01862334	0.05215798	0.01862334
21240	-115497	-115502	4.87888	0.07098791	0.01808292	0.05290498	0.01808292
21250	-115497	-115502	4.88641	0.0696007	0.01701632	0.05258438	0.01701632
21260	-115499	-115504	4.88315	0.0674706	0.01458543	0.05288517	0.01458543
21270	-115497	-115502	4.88343	0.07080956	0.01950922	0.05130034	0.01950922
21280	-115498	-115503	4.88043	0.07114658	0.02023087	0.05091572	0.02023087
21290	-115497	-115502	4.87763	0.07146722	0.01921607	0.05225115	0.01921607
21300	-115497	-115502	4.88213	0.0700991	0.01707756	0.05302154	0.01707756
21310	-115498	-115503	4.89488	0.0690001	0.01773007	0.05127003	0.01773007
21320	-115497	-115502	4.87974	0.07126221	0.01955441	0.05170781	0.01955441
21330	-115499	-115504	4.86841	0.06975975	0.01522923	0.05453052	0.01522923
21340	-115498	-115503	4.87122	0.06820959	0.0142648	0.05394479	0.0142648
21350	-115497	-115502	4.88685	0.06999837	0.01782046	0.05217791	0.01782046
21360	-115498	-115502	4.88249	0.0684179	0.01526112	0.05315678	0.01526112
21370	-115497	-115502	4.87773	0.07151002	0.01971452	0.0517955	0.01971452
21380	-115497	-115502	4.88146	0.06971514	0.01646366	0.05325148	0.01646366
21390	-115497	-115502	4.8801	0.06951796	0.0160785	0.05343946	0.0160785
21400	-115499	-115504	4.87334	0.07174966	0.02142988	0.05031978	0.02142988
21410	-115497	-115502	4.88506	0.07023984	0.01791092	0.05232892	0.01791092
21420	-115497	-115502	4.88828	0.06970743	0.01755388	0.05215355	0.01755388
21430	-115497	-115502	4.89121	0.06952429	0.01790863	0.05161566	0.01790863
21440	-115500	-115505	4.89885	0.06805489	0.01688695	0.05116795	0.01688695
21450	-115497	-115502	4.8848	0.07052905	0.01867258	0.05185646	0.01867258
21460	-115497	-115502	4.88279	0.06987667	0.01685382	0.05302285	0.01685382
21470	-115497	-115502	4.88448	0.0705844	0.01874481	0.05183959	0.01874481
21480	-115497	-115502	4.88715	0.07017427	0.01838498	0.05178929	0.01838498
21490	-115497	-115502	4.87998	0.07123859	0.01985204	0.05138655	0.01985204
21500	-115499	-115503	4.87376	0.07162771	0.01833658	0.05329113	0.01833658
21510	-115501	-115506	4.84999	0.07347722	0.02389722	0.04958	0.02389722
21520	-115497	-115502	4.88241	0.07007796	0.01708907	0.05298889	0.01708907
21530	-115500	-115505	4.84421	0.06757675	0.0125554	0.05502135	0.0125554
21540	-115497	-115502	4.88067	0.07096075	0.01852801	0.05243274	0.01852801
21550	-115497	-115502	4.88914	0.06961678	0.01756975	0.05204704	0.01756975
21560	-115497	-115502	4.87615	0.07168077	0.0195355	0.05214526	0.0195355
21570	-115500	-115504	4.85884	0.07330295	0.02233875	0.0509642	0.02233875
21580	-115497	-115502	4.88079	0.07107234	0.01902234	0.05205	0.01902234
21590	-115502	-115507	4.86588	0.07155992	0.01689049	0.05466943	0.01689049
21600	-115497	-115502	4.88487	0.07062449	0.01941391	0.05121058	0.01941391
21610	-115498	-115503	4.88815	0.06800649	0.01542682	0.05257967	0.01542682
21620	-115499	-115504	4.8639	0.07298528	0.02143483	0.05155045	0.02143483
21630	-115497	-115502	4.88516	0.07008765	0.01761384	0.05247381	0.01761384
21640	-115498	-115503	4.88749	0.06809037	0.01543789	0.05265248	0.01543789
21650	-115498	-115503	4.86895	0.06899193	0.01465931	0.05433262	0.01465931
21660	-115497	-115502	4.88349	0.06973337	0.01675756	0.05297581	0.01675756
21670	-115497	-115502	4.88514	0.07038685	0.01831424	0.05207261	0.01831424
21680	-115497	-115502	4.88197	0.06977914	0.01660842	0.05317071	0.01660842
21690	-115497	-115502	4.8811	0.06984392	0.01657656	0.05326736	0.01657656
21700	-115498	-115503	4.88814	0.06819422	0.01559677	0.05259745	0.01559677
21710	-115499	-115504	4.87392	0.07113388	0.0173919	0.05374198	0.0173919
21720	-115501	-115506	4.88018	0.06675283	0.01392485	0.05282797	0.01392485
21730	-115498	-115503	4.87889	0.07130736	0.02046678	0.05084058	0.02046678
21740	-115498	-115503	4.89286	0.06939612	0.01811719	0.05127893	0.01811719
21750	-115498	-115502	4.87554	0.07177406	0.02001555	0.0517585	0.02001555
21760	-115499	-115504	4.86313	0.07303248	0.02160836	0.05142412	0.02160836
21770	-115497	-115502	4.87847	0.07142298	0.01974776	0.05167522	0.01974776
21780	-115497	-115502	4.88431	0.0706937	0.01937634	0.05131737	0.01937634
21790	-115497	-115502	4.88954	0.06974807	0.0179698	0.05177826	0.0179698
21800	-115497	-115502	4.88343	0.0705742	0.01829516	0.05227904	0.01829516
21810	-115498	-115502	4.88271	0.06844681	0.01530539	0.05314142	0.01530539
21820	-115497	-115502	4.89073	0.06950203	0.01771969	0.05178234	0.01771969
21830	-115497	-115502	4.88022	0.07017496	0.0168988	0.05327616	0.0168988
21840	-115497	-115502	4.8806	0.07084914	0.01819309	0.05265605	0.01819309
21850	-115498	-115503	4.89196	0.0683969	0.01624593	0.05215097	0.01624593
21860	-115498	-115503	4.87549	0.06974424	0.01583693	0.05390731	0.01583693
21870	-115498	-115503	4.87383	0.07187507	0.01915681	0.05271826	0.01915681
21880	-115499	-115503	4.86592	0.06802206	0.01382623	0.05419583	0.01382623
21890	-115497	-115502	4.88476	0.07026445	0.01789047	0.05237397	0.01789047
21900	-115497	-115502	4.88531	0.06947098	0.01666618	0.0528048	0.01666618
21910	-115497	-115502	4.87962	0.06998021	0.01655904	0.05342117	0.01655904
21920	-115497	-115502	4.88241	0.06985642	0.01677073	0.05308569	0.01677073
21930	-115498	-115503	4.89324	0.06928695	0.01793775	0.0513492	0.01793775
21940	-115497	-115502	4.88563	0.06986836	0.01730882	0.05255954	0.01730882
21950	-115497	-115502	4.8823	0.06872474	0.01551445	0.05321029	0.01551445
21960	-115497	-115502	4.88565	0.07038363	0.01849814	0.05188549	0.01849814
21970	-115498	-115503	4.87677	0.07089453	0.01746834	0.0534262	0.01746834
21980	-115498	-115503	4.87589	0.06883004	0.01505071	0.05377932	0.01505071
21990	-115497	-115502	4.88425	0.07034763	0.0179494	0.05239824	0.0179494
22000	-115498	-115502	4.87856	0.07058456	0.01725651	0.05332805	0.01725651
22010	-115497	-115502	4.88685	0.07034568	0.01901941	0.05132627	0.01901941
22020	-115498	-115503	4.87487	0.07066304	0.01683128	0.05383176	0.01683128
22030	-115499	-115504	4.89377	0.06936499	0.01844396	0.05092103	0.01844396
22040	-115498	-115503	4.8745	0.07182981	0.02070583	0.05112398	0.02070583
22050	-115497	-115502	4.88034	0.07043866	0.01731848	0.05312017	0.01731848
22060	-115497	-115502	4.88258	0.07082672	0.01883518	0.05199154	0.01883518
22070	-115497	-115502	4.88573	0.0703915	0.01856175	0.05182975	0.01856175
22080	-115497	-115502	4.87875	0.06925256	0.01567076	0.0535818	0.01567076
22090	-115497	-115502	4.88272	0.06889361	0.01571441	0.0531792	0.01571441
22100	-115498	-115503	4.87477	0.07032959	0.01639752	0.05393208	0.01639752
22110	-115497	-115502	4.88928	0.06955956	0.01748948	0.05207008	0.01748948
22120	-115497	-115502	4.88772	0.07012109	0.01843596	0.05168512	0.01843596
22130	-115499	-115503	4.87442	0.06764388	0.01410363	0.05354025	0.01410363
22140	-115498	-115502	4.87519	0.07181339	0.01985242	0.05196097	0.01985242
22150	-115499	-115504	4.86484	0.07297021	0.02088831	0.0520819	0.02088831
22160	-115497	-115502	4.88777	0.06956889	0.01720329	0.0523656	0.01720329
22170	-115497	-115502	4.88417	0.07054926	0.01847586	0.0520734	0.01847586
22180	-115499	-115503	4.87401	0.07151322	0.01812764	0.05338558	0.01812764
22190	-115497	-115502	4.88706	0.0702554	0.01865495	0.05160045	0.01865495
22200	-115497	-115502	4.88692	0.07004807	0.01795672	0.05209135	0.01795672
22210	-115499	-115504	4.8915	0.06791699	0.01568745	0.05222954	0.01568745
22220	-115497	-115502	4.8854	0.07019656	0.01789876	0.05229779	0.01789876
22230	-115497	-115502	4.88808	0.07011467	0.0185795	0.05153517	0.0185795
22240	-115499	-115504	4.86204	0.07275431	0.0225406	0.05021371	0.0225406
22250	-115498	-115503	4.8711	0.07216901	0.02111037	0.05105864	0.02111037
22260	-115499	-115504	4.87017	0.07235694	0.01964133	0.05271561	0.01964133
22270	-115497	-115502	4.88922	0.06944705	0.01727231	0.05217474	0.01727231
22280	-115497	-115502	4.88806	0.0700232	0.01824853	0.05177467	0.01824853
22290	-115498	-115502	4.87868	0.06870884	0.01517922	0.05352963	0.01517922
22300	-115498	-115503	4.89235	0.06858956	0.01653529	0.05205428	0.01653529
22310	-115499	-115504	4.88467	0.07051574	0.02041309	0.05010266	0.02041309
22320	-115498	-115503	4.86877	0.07253966	0.02064417	0.05189549	0.02064417
22330	-115498	-115503	4.8742	0.07192984	0.02016275	0.0517671	0.02016275
22340	-115497	-115502	4.88825	0.06994113	0.01807673	0.0518644	0.01807673
22350	-115497	-115502	4.88033	0.07077004	0.01793827	0.05283177	0.01793827
22360	-115497	-115502	4.88145	0.07055212	0.01773514	0.05281698	0.01773514
22370	-115497	-115502	4.88756	0.06879093	0.01613741	0.05265351	0.01613741
22380	-115497	-115502	4.8909	0.06957352	0.01793912	0.0516344	0.01793912
22390	-115497	-115502	4.88838	0.07008174	0.01859642	0.05148531	0.01859642
22400	-115498	-115503	4.87286	0.07208854	0.02010621	0.05198233	0.02010621
22410	-115498	-115503	4.88384	0.07073932	0.01991229	0.05082703	0.01991229
22420	-115497	-115502	4.88362	0.06891639	0.01582825	0.05308814	0.01582825
22430	-115497	-115502	4.88003	0.07062426	0.01758386	0.05304039	0.01758386
22440	-115500	-115505	4.88886	0.0673361	0.01494051	0.05239559	0.01494051
22450	-115498	-115503	4.87698	0.07073997	0.01724884	0.05349113	0.01724884
22460	-115497	-115502	4.88594	0.06889575	0.01606146	0.0528343	0.01606146
22470	-115499	-115504	4.86129	0.07313423	0.02199194	0.05114229	0.02199194
22480	-115497	-115502	4.8866	0.07029564	0.01859142	0.05170422	0.01859142
22490	-115497	-115502	4.89011	0.06937782	0.01732984	0.05204798	0.01732984
22500	-115497	-115502	4.88779	0.06984134	0.01771276	0.05212859	0.01771276
22510	-115498	-115502	4.89211	0.06912174	0.01728981	0.05183193	0.01728981
22520	-115497	-115502	4.87754	0.07153258	0.02003691	0.05149567	0.02003691
22530	-115497	-115502	4.88365	0.06892142	0.01583679	0.05308464	0.01583679
22540	-115497	-115502	4.87867	0.07116604	0.01848545	0.05268058	0.01848545
22550	-115497	-115502	4.89027	0.06913407	0.0169614	0.05217268	0.0169614
22560	-115498	-115503	4.87534	0.07138596	0.01814681	0.05323915	0.01814681
22570	-115498	-115503	4.89182	0.06836939	0.01619641	0.05217297	0.01619641
22580	-115499	-115503	4.89055	0.0698763	0.01916651	0.05070979	0.01916651
22590	-115497	-115502	4.87945	0.07024007	0.01687971	0.05336036	0.01687971
22600	-115497	-115502	4.87804	0.07146245	0.01954504	0.05191741	0.01954504
22610	-115502	-115507	4.84907	0.06967309	0.01390789	0.0557652	0.01390789
22620	-115498	-115502	4.88254	0.06853221	0.0153643	0.05316791	0.0153643
22630	-115499	-115504	4.86766	0.07232463	0.02189677	0.05042786	0.02189677
22640	-115497	-115502	4.8803	0.07119928	0.01985582	0.05134346	0.01985582
22650	-115498	-115502	4.88768	0.07025175	0.01912812	0.05112363	0.01912812
22660	-115501	-115506	4.86297	0.07053374	0.01547485	0.05505889	0.01547485
22670	-115497	-115502	4.87934	0.07117705	0.01876615	0.0524109	0.01876615
22680	-115497	-115502	4.88408	0.06962193	0.01669231	0.05292962	0.01669231
22690	-115499	-115503	4.86564	0.06840624	0.01404621	0.05436002	0.01404621
22700	-115499	-115504	4.86935	0.07216966	0.02173127	0.05043839	0.02173127
22710	-115498	-115503	4.87165	0.06975647	0.01549539	0.05426108	0.01549539
22720	-115499	-115504	4.87168	0.07170753	0.01804144	0.05366609	0.01804144
22730	-115497	-115502	4.87884	0.06959725	0.01602683	0.05357042	0.01602683
22740	-115498	-115502	4.88476	0.0685062	0.01554932	0.05295688	0.01554932
22750	-115497	-115502	4.88621	0.07014622	0.0179958	0.05215042	0.0179958
22760	-115498	-115503	4.87106	0.06874679	0.01462691	0.05411988	0.01462691
22770	-115497	-115502	4.88234	0.07093131	0.01930846	0.05162285	0.01930846
22780	-115497	-115502	4.88827	0.06960201	0.01735674	0.05224527	0.01735674
22790	-115497	-115502	4.88328	0.07074938	0.01885811	0.05189128	0.01885811
22800	-115497	-115502	4.87864	0.07062893	0.01734256	0.05328638	0.01734256
22810	-115497	-115502	4.8783	0.07143553	0.01959105	0.05184449	0.01959105
22820	-115499	-115504	4.89683	0.06874578	0.01771819	0.05102759	0.01771819
22830	-115498	-115502	4.87637	0.07164962	0.02036234	0.05128728	0.02036234
22840	-115498	-115503	4.88884	0.07010672	0.01924969	0.05085703	0.01924969
22850	-115499	-115504	4.87182	0.07061552	0.01640074	0.05421477	0.01640074
22860	-115499	-115504	4.87198	0.07208576	0.01921043	0.05287533	0.01921043
22870	-115497	-115502	4.88566	0.07048723	0.01898036	0.05150687	0.01898036
22880	-115497	-115502	4.88551	0.07047895	0.01882462	0.05165433	0.01882462
22890	-115497	-115502	4.8867	0.06861546	0.01585371	0.05276175	0.01585371
22900	-115497	-115502	4.88613	0.07011673	0.01790575	0.05221099	0.01790575
22910	-115499	-115504	4.86586	0.06771746	0.01364502	0.05407244	0.01364502
22920	-115498	-115503	4.87405	0.07178502	0.02109021	0.05069481	0.02109021
22930	-115497	-115502	4.88683	0.06986766	0.01754642	0.05232124	0.01754642
22940	-115497	-115502	4.88375	0.07055587	0.01834421	0.05221165	0.01834421
22950	-115498	-115503	4.87152	0.06902656	0.01487032	0.05415624	0.01487032
22960	-115497	-115502	4.88387	0.07001898	0.01724165	0.05277733	0.01724165
22970	-115497	-115502	4.88437	0.07042555	0.01817667	0.05224888	0.01817667
22980	-115497	-115502	4.88437	0.07062822	0.01889315	0.05173507	0.01889315
22990	-115499	-115504	4.86746	0.06935993	0.01483247	0.05452747	0.01483247
23000	-115498	-115503	4.88892	0.07009438	0.01918211	0.05091227	0.01918211
23010	-115498	-115503	4.87428	0.07160494	0.01841614	0.05318879	0.01841614
23020	-115498	-115503	4.87572	0.06904471	0.01521387	0.05383084	0.01521387
23030	-115497	-115502	4.88799	0.0686293	0.0160131	0.0526162	0.0160131
23040	-115497	-115502	4.88296	0.07082044	0.01903505	0.05178539	0.01903505
23050	-115497	-115502	4.88356	0.07010932	0.01733588	0.05277343	0.01733588
23060	-115497	-115502	4.88315	0.07001905	0.01712009	0.05289896	0.01712009
23070	-115502	-115507	4.86199	0.0732312	0.01977507	0.05345613	0.01977507
23080	-115497	-115502	4.88671	0.06938919	0.01675902	0.05263017	0.01675902
23090	-115498	-115503	4.87438	0.07181615	0.02083376	0.05098238	0.02083376
23100	-115497	-115502	4.8841	0.07072067	0.0193872	0.05133347	0.0193872
23110	-115498	-115503	4.88304	0.07081414	0.0201383	0.05067584	0.0201383
23120	-115500	-115505	4.89163	0.06968266	0.01966966	0.050013	0.01966966
23130	-115499	-115504	4.86461	0.07292437	0.02132582	0.05159855	0.02132582
23140	-115497	-115502	4.88745	0.07009322	0.01824234	0.05185088	0.01824234
23150	-115500	-115504	4.85868	0.07321459	0.02255702	0.05065756	0.02255702
23160	-115497	-115502	4.87824	0.07145063	0.01976257	0.05168805	0.01976257
23170	-115497	-115502	4.88116	0.06901386	0.01567549	0.05333837	0.01567549
23180	-115499	-115503	4.89234	0.06812256	0.01599057	0.052132	0.01599057
23190	-115498	-115502	4.87738	0.07152201	0.02035755	0.05116445	0.02035755
23200	-115498	-115502	4.8866	0.06846105	0.01569131	0.05276974	0.01569131
23210	-115498	-115503	4.89352	0.06936031	0.01828458	0.05107573	0.01828458
23220	-115499	-115503	4.88544	0.07050293	0.02003495	0.05046797	0.02003495
23230	-115497	-115502	4.88215	0.07024266	0.01730795	0.05293472	0.01730795
23240	-115499	-115504	4.87147	0.07197289	0.01863319	0.05333969	0.01863319
23250	-115498	-115503	4.88342	0.06821874	0.0151759	0.05304284	0.0151759
23260	-115498	-115503	4.88519	0.07057799	0.01971864	0.05085935	0.01971864
23270	-115498	-115502	4.88927	0.06863476	0.016172	0.05246275	0.016172
23280	-115498	-115502	4.8782	0.06872759	0.01515425	0.05357333	0.01515425
23290	-115498	-115502	4.87599	0.07169901	0.01953437	0.05216464	0.01953437
23300	-115497	-115502	4.88046	0.07117246	0.01949451	0.05167795	0.01949451
23310	-115498	-115503	4.87516	0.07167163	0.01890636	0.05276527	0.01890636
23320	-115499	-115504	4.86714	0.07273423	0.02053844	0.05219579	0.02053844
23330	-115497	-115502	4.8811	0.06894915	0.01560788	0.05334127	0.01560788
23340	-115497	-115502	4.88434	0.0704997	0.01837945	0.05212025	0.01837945
23350	-115497	-115502	4.88245	0.07058668	0.0180437	0.05254298	0.0180437
23360	-115497	-115502	4.87963	0.06970973	0.01623749	0.05347223	0.01623749
23370	-115497	-115502	4.88599	0.07022337	0.01812857	0.0520948	0.01812857
23380	-115498	-115503	4.89303	0.06881008	0.016954	0.05185608	0.016954
23390	-115499	-115504	4.89432	0.06816859	0.01629871	0.05186988	0.01629871
23400	-115499	-115504	4.86424	0.0680573	0.01375269	0.05430461	0.01375269
23410	-115499	-115504	4.86076	0.07289839	0.02260314	0.05029525	0.02260314
23420	-115497	-115502	4.88355	0.07070711	0.01880364	0.05190347	0.01880364
23430	-115497	-115502	4.87984	0.07122398	0.01927626	0.05194771	0.01927626
23440	-115497	-115502	4.87998	0.07088025	0.01810404	0.05277622	0.01810404
23450	-115497	-115502	4.88905	0.06895167	0.01652094	0.05243073	0.01652094
23460	-115497	-115502	4.88257	0.06945241	0.01628785	0.05316456	0.01628785
23470	-115497	-115502	4.88293	0.06913704	0.0159813	0.05315574	0.0159813
23480	-115497	-115502	4.87828	0.07138472	0.01915964	0.05222509	0.01915964
23490	-115498	-115503	4.88529	0.06816848	0.0152994	0.05286908	0.0152994
23500	-115498	-115503	4.88065	0.07109457	0.02035903	0.05073555	0.02035903
23510	-115497	-115502	4.88421	0.07037222	0.01799678	0.05237544	0.01799678
23520	-115500	-115505	4.86782	0.07205064	0.0223056	0.04974505	0.0223056
23530	-115498	-115503	4.88355	0.07076265	0.02003118	0.05073147	0.02003118
23540	-115498	-115503	4.8735	0.06983302	0.01573502	0.054098	0.01573502
23550	-115499	-115504	4.87311	0.07081316	0.01680321	0.05400995	0.01680321
23560	-115498	-115503	4.875	0.0717958	0.01942327	0.05237253	0.01942327
23570	-115497	-115502	4.88408	0.07007911	0.0173814	0.05269771	0.0173814
23580	-115497	-115502	4.87969	0.06986073	0.01642091	0.05343982	0.01642091
23590	-115497	-115502	4.87729	0.07156591	0.01995222	0.05161369	0.01995222
23600	-115497	-115502	4.88566	0.07011074	0.01777306	0.05233768	0.01777306
23610	-115498	-115503	4.87924	0.06785656	0.01456958	0.05328698	0.01456958
23620	-115499	-115504	4.86523	0.0692222	0.01457441	0.05464779	0.01457441
23630	-115497	-115502	4.88067	0.07090455	0.01836088	0.05254367	0.01836088
23640	-115497	-115502	4.88311	0.07048217	0.01797023	0.05251194	0.01797023
23650	-115498	-115503	4.87211	0.06954359	0.01534374	0.05419985	0.01534374
23660	-115498	-115503	4.87345	0.06801946	0.0142834	0.05373605	0.0142834
23670	-115498	-115502	4.87501	0.07183747	0.01999881	0.05183866	0.01999881
23680	-115498	-115502	4.88122	0.06851748	0.01523443	0.05328305	0.01523443
23690	-115497	-115502	4.8844	0.06897969	0.01597728	0.0530024	0.01597728
23700	-115499	-115504	4.86827	0.06943944	0.01495347	0.05448597	0.01495347
23710	-115498	-115503	4.89359	0.06922233	0.01788472	0.05133761	0.01788472
23720	-115498	-115502	4.88796	0.06854375	0.01592017	0.05262358	0.01592017
23730	-115497	-115502	4.88457	0.07051881	0.01853022	0.05198859	0.01853022
23740	-115499	-115503	4.87395	0.07151266	0.0181127	0.05339996	0.0181127
23750	-115498	-115503	4.87197	0.06877222	0.01471011	0.05406211	0.01471011
23760	-115497	-115502	4.88154	0.06861429	0.01534564	0.05326865	0.01534564
23770	-115497	-115502	4.88024	0.07096701	0.01840559	0.05256142	0.01840559
23780	-115499	-115504	4.86361	0.07267221	0.02230813	0.05036409	0.02230813
23790	-115497	-115502	4.88732	0.07018713	0.01850055	0.05168658	0.01850055
23800	-115498	-115503	4.87033	0.06849613	0.01439988	0.05409625	0.01439988
23810	-115498	-115502	4.88886	0.07007407	0.01887714	0.05119693	0.01887714
23820	-115497	-115502	4.88997	0.06934742	0.01724944	0.05209797	0.01724944
23830	-115498	-115503	4.87308	0.06783529	0.01414038	0.05369491	0.01414038
23840	-115497	-115502	4.88032	0.07083041	0.01807355	0.05275685	0.01807355
23850	-115500	-115505	4.8579	0.07349123	0.02217764	0.05131358	0.02217764
23860	-115500	-115505	4.86741	0.07266788	0.01975692	0.05291096	0.01975692
23870	-115497	-115502	4.87856	0.07010206	0.0165768	0.05352527	0.0165768
23880	-115500	-115504	4.86807	0.07208175	0.02220567	0.04987607	0.02220567
23890	-115499	-115504	4.88431	0.0705915	0.02033618	0.05025533	0.02033618
23900	-115498	-115503	4.89305	0.06931097	0.01793933	0.05137164	0.01793933
23910	-115497	-115502	4.88226	0.06979	0.01666228	0.05312772	0.01666228
23920	-115498	-115503	4.87296	0.06993293	0.01578152	0.05415141	0.01578152
23930	-115498	-115503	4.87589	0.06970183	0.01583424	0.05386759	0.01583424
23940	-115498	-115503	4.89074	0.06853359	0.01624354	0.05229004	0.01624354
23950	-115498	-115503	4.8764	0.07015406	0.01637915	0.0537749	0.01637915
23960	-115497	-115502	4.88317	0.07070389	0.0186146	0.05208929	0.0186146
23970	-115497	-115502	4.88005	0.07114119	0.0189442	0.05219699	0.0189442
23980	-115497	-115502	4.87945	0.07085873	0.01792949	0.05292925	0.01792949
23990	-115498	-115502	4.87719	0.06979797	0.01606586	0.05373211	0.01606586
24000	-115497	-115502	4.88617	0.07002481	0.01771268	0.05231213	0.01771268
24010	-115498	-115503	4.8936	0.06875685	0.01697673	0.05178013	0.01697673
24020	-115498	-115503	4.87766	0.07145438	0.02053779	0.05091659	0.02053779
24030	-115498	-115502	4.88039	0.06860816	0.01524	0.05336815	0.01524
24040	-115498	-115503	4.87546	0.07113564	0.01766025	0.05347538	0.01766025
24050	-115498	-115503	4.87793	0.07066765	0.01728696	0.05338069	0.01728696
24060	-115497	-115502	4.88029	0.0705265	0.01745822	0.05306828	0.01745822
24070	-115498	-115503	4.87548	0.07164901	0.02091139	0.05073762	0.02091139
24080	-115497	-115502	4.88381	0.06971461	0.01677835	0.05293626	0.01677835
24090	-115497	-115502	4.8803	0.07068843	0.01776144	0.052927	0.01776144
24100	-115497	-115502	4.89006	0.0698491	0.0184871	0.05136199	0.0184871
24110	-115500	-115505	4.88562	0.06722179	0.01459721	0.05262458	0.01459721
24120	-115499	-115504	4.85894	0.06821147	0.01355544	0.05465603	0.01355544
24130	-115500	-115504	4.89734	0.06826199	0.01691405	0.05134794	0.01691405
24140	-115499	-115504	4.86123	0.06840944	0.01379443	0.05461502	0.01379443
24150	-115497	-115502	4.8832	0.06908776	0.01595913	0.05312863	0.01595913
24160	-115500	-115505	4.88713	0.07021377	0.02021839	0.04999538	0.02021839
24170	-115497	-115502	4.88298	0.07039706	0.01775342	0.05264365	0.01775342
24180	-115497	-115502	4.88198	0.06968329	0.01648992	0.05319337	0.01648992
24190	-115497	-115502	4.88496	0.06959912	0.01678831	0.05281082	0.01678831
24200	-115498	-115502	4.88304	0.06842956	0.01531997	0.05310959	0.01531997
24210	-115497	-115502	4.88566	0.06987063	0.01731748	0.05255315	0.01731748
24220	-115498	-115503	4.87474	0.07096488	0.01725141	0.05371347	0.01725141
24230	-115497	-115502	4.88349	0.0688683	0.01576701	0.05310129	0.01576701
24240	-115498	-115503	4.89153	0.06824521	0.01602238	0.05222283	0.01602238
24250	-115498	-115503	4.89473	0.06855872	0.01687903	0.05167969	0.01687903
24260	-115498	-115503	4.87315	0.06843337	0.01454668	0.05388668	0.01454668
24270	-115500	-115505	4.86747	0.07197347	0.02247497	0.0494985	0.02247497
24280	-115498	-115503	4.87494	0.07181506	0.01951906	0.05229601	0.01951906
24290	-115498	-115503	4.86955	0.06913029	0.01480608	0.05432421	0.01480608
24300	-115497	-115502	4.88858	0.06927283	0.01688543	0.0523874	0.01688543
24310	-115497	-115502	4.88332	0.07056153	0.01822421	0.05233732	0.01822421
24320	-115497	-115502	4.88428	0.07069846	0.01939541	0.05130305	0.01939541
24330	-115497	-115502	4.88915	0.06999439	0.01862944	0.05136495	0.01862944
24340	-115497	-115502	4.88152	0.0705128	0.01767184	0.05284096	0.01767184
24350	-115499	-115504	4.89568	0.06835407	0.01674789	0.05160618	0.01674789
24360	-115497	-115502	4.88611	0.06963782	0.01702228	0.05261554	0.01702228
24370	-115497	-115502	4.88338	0.07026637	0.01758358	0.0526828	0.01758358
24380	-115497	-115502	4.88184	0.07008507	0.01701105	0.05307402	0.01701105
24390	-115498	-115503	4.8722	0.0720943	0.0208336	0.0512607	0.0208336
24400	-115499	-115504	4.86227	0.07287677	0.02227381	0.05060297	0.02227381
24410	-115497	-115502	4.88418	0.07061908	0.01874357	0.05187551	0.01874357
24420	-115498	-115503	4.87773	0.07140414	0.02070884	0.05069529	0.02070884
24430	-115497	-115502	4.88218	0.07096133	0.01945059	0.05151074	0.01945059
24440	-115500	-115505	4.89131	0.06738863	0.01519979	0.05218884	0.01519979
24450	-115497	-115502	4.87964	0.07110844	0.01864067	0.05246777	0.01864067
24460	-115497	-115502	4.88396	0.06966717	0.01673489	0.05293227	0.01673489
24470	-115497	-115502	4.886	0.07025948	0.01823259	0.05202688	0.01823259
24480	-115497	-115502	4.87859	0.07060441	0.01729305	0.05331135	0.01729305
24490	-115497	-115502	4.8852	0.06888898	0.0159705	0.05291847	0.0159705
24500	-115500	-115505	4.84664	0.06743812	0.01259221	0.05484591	0.01259221
24510	-115497	-115502	4.88066	0.07114034	0.02004534	0.051095	0.02004534
