Iteration	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
9780	-115498	-115503	4.87473	0.07141334	0.01806742	0.05334592	0.01806742
9790	-115498	-115502	4.87814	0.07037185	0.01687811	0.05349374	0.01687811
9800	-115498	-115502	4.87751	0.06971796	0.01601517	0.05370279	0.01601517
9810	-115497	-115502	4.8819	0.07083983	0.0185837	0.05225613	0.0185837
9820	-115500	-115505	4.86501	0.07036885	0.01549246	0.05487639	0.01549246
9830	-115497	-115502	4.88655	0.06999829	0.01774782	0.05225047	0.01774782
9840	-115497	-115502	4.88724	0.0703046	0.01909802	0.05120658	0.01909802
9850	-115499	-115504	4.85536	0.06821203	0.01337323	0.0548388	0.01337323
9860	-115498	-115503	4.87631	0.07013106	0.01634214	0.05378892	0.01634214
9870	-115500	-115505	4.86155	0.07255548	0.0229084	0.04964708	0.0229084
9880	-115498	-115503	4.87463	0.07169618	0.01879102	0.05290516	0.01879102
9890	-115498	-115502	4.88039	0.06847462	0.0151279	0.05334672	0.0151279
9900	-115498	-115503	4.87025	0.06922411	0.01493021	0.0542939	0.01493021
9910	-115497	-115502	4.87724	0.0714595	0.0189624	0.0524971	0.0189624
9920	-115497	-115502	4.8846	0.06913121	0.01616346	0.05296775	0.01616346
9930	-115498	-115503	4.87167	0.07202528	0.02132167	0.05070362	0.02132167
9940	-115499	-115503	4.87008	0.06772601	0.01388961	0.0538364	0.01388961
9950	-115497	-115502	4.88396	0.07056431	0.01844732	0.05211699	0.01844732
9960	-115497	-115502	4.89147	0.06949556	0.0179153	0.05158026	0.0179153
9970	-115497	-115502	4.88091	0.07104263	0.01894504	0.05209759	0.01894504
9980	-115500	-115505	4.8546	0.07357551	0.02289682	0.05067868	0.02289682
9990	-115498	-115502	4.87607	0.07165338	0.01927678	0.0523766	0.01927678
10000	-115497	-115502	4.87911	0.07106542	0.01833573	0.0527297	0.01833573
10010	-115498	-115503	4.87958	0.07114969	0.02070772	0.05044197	0.02070772
10020	-115501	-115506	4.88404	0.07038916	0.02091727	0.04947189	0.02091727
10030	-115501	-115506	4.85755	0.07371703	0.02149831	0.05221872	0.02149831
10040	-115497	-115502	4.8799	0.06987641	0.01646599	0.05341042	0.01646599
10050	-115498	-115503	4.87689	0.07105328	0.01778181	0.05327146	0.01778181
10060	-115497	-115502	4.88631	0.07033955	0.01862544	0.05171412	0.01862544
10070	-115498	-115502	4.89077	0.06871591	0.01646595	0.05224995	0.01646595
10080	-115498	-115503	4.87438	0.07147099	0.01811691	0.05335409	0.01811691
10090	-115497	-115502	4.88179	0.06989388	0.01673444	0.05315944	0.01673444
10100	-115497	-115502	4.87983	0.07039277	0.01715973	0.05323304	0.01715973
10110	-115498	-115503	4.87513	0.06978878	0.01584643	0.05394235	0.01584643
10120	-115497	-115502	4.88637	0.06908744	0.01632919	0.05275825	0.01632919
10130	-115497	-115502	4.88405	0.07071237	0.01920218	0.05151019	0.01920218
10140	-115497	-115502	4.8794	0.07106601	0.01842505	0.05264096	0.01842505
10150	-115497	-115502	4.88184	0.07005061	0.01696068	0.05308993	0.01696068
10160	-115497	-115502	4.88096	0.07042081	0.0173972	0.05302361	0.0173972
10170	-115497	-115502	4.88447	0.0706142	0.01888025	0.05173395	0.01888025
10180	-115497	-115502	4.88574	0.07001757	0.0176022	0.05241537	0.0176022
10190	-115497	-115502	4.88418	0.07070931	0.01935245	0.05135686	0.01935245
10200	-115497	-115502	4.87708	0.07158673	0.01971517	0.05187156	0.01971517
10210	-115497	-115502	4.88675	0.06988766	0.01756777	0.05231988	0.01756777
10220	-115498	-115503	4.88558	0.06786431	0.01507368	0.05279063	0.01507368
10230	-115498	-115503	4.87749	0.07107665	0.01795412	0.05312253	0.01795412
10240	-115499	-115504	4.86278	0.07311649	0.02145209	0.0516644	0.02145209
10250	-115497	-115502	4.88807	0.06993397	0.01800374	0.05193022	0.01800374
10260	-115497	-115502	4.88327	0.06963248	0.01659497	0.05303751	0.01659497
10270	-115497	-115502	4.88897	0.0697724	0.01786498	0.05190742	0.01786498
10280	-115497	-115502	4.88222	0.07086898	0.01883919	0.05202979	0.01883919
10290	-115499	-115504	4.86759	0.0721433	0.02222369	0.04991961	0.02222369
10300	-115497	-115502	4.87865	0.06942056	0.01582577	0.05359478	0.01582577
10310	-115498	-115503	4.88676	0.07038106	0.01933691	0.05104415	0.01933691
10320	-115498	-115502	4.87636	0.07163993	0.02043754	0.05120239	0.02043754
10330	-115501	-115506	4.86621	0.0713846	0.01670068	0.05468392	0.01670068
10340	-115497	-115502	4.88368	0.07077464	0.0194132	0.05136144	0.0194132
10350	-115497	-115502	4.88493	0.06915607	0.0162311	0.05292497	0.0162311
10360	-115499	-115504	4.87988	0.06730541	0.01424387	0.05306153	0.01424387
10370	-115499	-115504	4.8935	0.06793252	0.01593068	0.05200184	0.01593068
10380	-115500	-115505	4.89731	0.06876126	0.0179338	0.05082746	0.0179338
10390	-115497	-115502	4.88353	0.07062315	0.01847861	0.05214454	0.01847861
10400	-115497	-115502	4.88204	0.07086043	0.01871565	0.05214477	0.01871565
10410	-115499	-115503	4.86578	0.06825324	0.01395875	0.05429449	0.01395875
10420	-115497	-115502	4.8881	0.06932703	0.01688615	0.05244088	0.01688615
10430	-115498	-115503	4.87566	0.070244	0.01639948	0.05384453	0.01639948
10440	-115498	-115503	4.87435	0.07177974	0.02098211	0.05079763	0.02098211
10450	-115498	-115503	4.87537	0.06968126	0.01576329	0.05391797	0.01576329
10460	-115498	-115503	4.88639	0.07042856	0.01955444	0.05087412	0.01955444
10470	-115497	-115502	4.8791	0.07123196	0.01887283	0.05235914	0.01887283
10480	-115497	-115502	4.88328	0.0708193	0.01934878	0.05147052	0.01934878
10490	-115498	-115503	4.87009	0.06823956	0.01421266	0.05402691	0.01421266
10500	-115497	-115502	4.88609	0.06862549	0.01579832	0.05282717	0.01579832
10510	-115499	-115504	4.89485	0.06910433	0.01799752	0.05110681	0.01799752
10520	-115499	-115504	4.87401	0.07138046	0.01784841	0.05353205	0.01784841
10530	-115497	-115502	4.87827	0.0714001	0.01924323	0.05215687	0.01924323
10540	-115497	-115502	4.88116	0.07109223	0.01982483	0.05126741	0.01982483
10550	-115497	-115502	4.88188	0.07091644	0.01887361	0.05204283	0.01887361
10560	-115497	-115502	4.88588	0.0691414	0.01633088	0.05281052	0.01633088
10570	-115498	-115502	4.8756	0.07173633	0.01947731	0.05225902	0.01947731
10580	-115499	-115504	4.88042	0.06737614	0.01432637	0.05304977	0.01432637
10590	-115497	-115502	4.87785	0.06898445	0.01534309	0.05364136	0.01534309
10600	-115497	-115502	4.87947	0.0705742	0.01739313	0.05318108	0.01739313
10610	-115498	-115503	4.89005	0.06798954	0.01560212	0.05238742	0.01560212
10620	-115497	-115502	4.88619	0.070165	0.01803884	0.05212616	0.01803884
10630	-115497	-115502	4.88045	0.07082734	0.01809825	0.05272909	0.01809825
10640	-115497	-115502	4.88757	0.06991104	0.01781095	0.05210009	0.01781095
10650	-115497	-115502	4.88431	0.06975647	0.01691209	0.05284438	0.01691209
10660	-115497	-115502	4.87786	0.07130558	0.01864807	0.05265751	0.01864807
10670	-115498	-115503	4.87175	0.07200801	0.02133943	0.05066858	0.02133943
10680	-115497	-115502	4.8799	0.0712318	0.020104	0.0511278	0.020104
10690	-115497	-115502	4.88281	0.07071497	0.0185088	0.05220617	0.0185088
10700	-115498	-115503	4.86983	0.06821186	0.01417813	0.05403373	0.01417813
10710	-115500	-115505	4.8618	0.07331652	0.02084744	0.05246908	0.02084744
10720	-115498	-115503	4.87415	0.06853233	0.01468923	0.05384311	0.01468923
10730	-115498	-115502	4.88531	0.06845597	0.01555687	0.05289911	0.01555687
10740	-115498	-115503	4.88831	0.06843632	0.015849	0.05258732	0.015849
10750	-115497	-115502	4.88067	0.07075312	0.0179832	0.05276991	0.0179832
10760	-115497	-115502	4.88687	0.06946229	0.01688659	0.0525757	0.01688659
10770	-115497	-115502	4.88879	0.06982538	0.01794021	0.05188517	0.01794021
10780	-115497	-115502	4.88499	0.0685684	0.01562972	0.05293868	0.01562972
10790	-115497	-115502	4.88228	0.06951507	0.01632485	0.05319022	0.01632485
10800	-115498	-115503	4.87341	0.07183502	0.02119492	0.0506401	0.02119492
10810	-115497	-115502	4.88766	0.07023627	0.01896135	0.05127492	0.01896135
10820	-115499	-115504	4.87087	0.07224913	0.01943416	0.05281497	0.01943416
10830	-115501	-115506	4.83652	0.06754107	0.01223778	0.0553033	0.01223778
10840	-115497	-115502	4.88641	0.07039575	0.01899067	0.05140507	0.01899067
10850	-115497	-115502	4.88472	0.0705895	0.01891179	0.0516777	0.01891179
10860	-115499	-115504	4.85998	0.07304676	0.02253785	0.05050891	0.02253785
10870	-115497	-115502	4.8846	0.07047645	0.0183987	0.05207775	0.0183987
10880	-115498	-115503	4.87782	0.06821754	0.01472614	0.0534914	0.01472614
10890	-115498	-115503	4.87223	0.06932796	0.0151683	0.05415966	0.0151683
10900	-115497	-115502	4.88647	0.06925962	0.01655368	0.05270594	0.01655368
10910	-115498	-115503	4.88306	0.07084491	0.0198856	0.05095931	0.0198856
10920	-115499	-115504	4.89411	0.06825	0.01636543	0.05188457	0.01636543
10930	-115498	-115503	4.87435	0.07189598	0.02039563	0.05150035	0.02039563
10940	-115497	-115502	4.88565	0.06996675	0.017487	0.05247975	0.017487
10950	-115497	-115502	4.88205	0.06972577	0.01655147	0.0531743	0.01655147
10960	-115498	-115503	4.87352	0.06858755	0.01468472	0.05390283	0.01468472
10970	-115497	-115502	4.88189	0.07013535	0.01709445	0.0530409	0.01709445
10980	-115498	-115503	4.87278	0.07206819	0.02055867	0.05150952	0.02055867
10990	-115498	-115502	4.87613	0.07166853	0.01942193	0.0522466	0.01942193
11000	-115497	-115502	4.88883	0.06987433	0.01807933	0.051795	0.01807933
11010	-115497	-115502	4.88767	0.07019047	0.01869604	0.05149443	0.01869604
11020	-115497	-115502	4.88767	0.06996531	0.01796404	0.05200127	0.01796404
11030	-115498	-115503	4.87771	0.07104046	0.01792705	0.05311341	0.01792705
11040	-115497	-115502	4.88022	0.07120967	0.01978779	0.05142188	0.01978779
11050	-115498	-115503	4.87666	0.07152561	0.02078832	0.05073729	0.02078832
11060	-115498	-115503	4.87613	0.070141	0.01633246	0.05380854	0.01633246
11070	-115498	-115503	4.87713	0.070715	0.0172333	0.0534817	0.0172333
11080	-115498	-115503	4.89386	0.06852226	0.01667832	0.05184394	0.01667832
11090	-115499	-115504	4.87214	0.07185515	0.01849485	0.05336031	0.01849485
11100	-115498	-115503	4.8921	0.06946302	0.01803658	0.05142644	0.01803658
11110	-115500	-115505	4.86762	0.0667948	0.01324235	0.05355245	0.01324235
11120	-115497	-115502	4.88009	0.07120456	0.01936512	0.05183945	0.01936512
11130	-115497	-115502	4.87703	0.07158233	0.01956725	0.05201508	0.01956725
11140	-115497	-115502	4.88358	0.07020983	0.01751805	0.05269178	0.01751805
11150	-115497	-115502	4.87989	0.070043	0.01667391	0.05336909	0.01667391
11160	-115497	-115502	4.8822	0.06980336	0.01667178	0.05313158	0.01667178
11170	-115497	-115502	4.88831	0.06878864	0.01622702	0.05256162	0.01622702
11180	-115497	-115502	4.88374	0.07026284	0.01765064	0.0526122	0.01765064
11190	-115497	-115502	4.88746	0.068748	0.01607864	0.05266936	0.01607864
11200	-115499	-115504	4.85517	0.06821784	0.01336722	0.05485062	0.01336722
11210	-115497	-115502	4.88087	0.07066069	0.01782997	0.05283071	0.01782997
11220	-115497	-115502	4.8826	0.07088133	0.01914991	0.05173142	0.01914991
11230	-115498	-115503	4.87597	0.07151381	0.02110967	0.05040413	0.02110967
11240	-115497	-115502	4.88649	0.07022175	0.01828942	0.05193234	0.01828942
11250	-115501	-115506	4.89239	0.06957687	0.01963118	0.0499457	0.01963118
11260	-115498	-115503	4.89194	0.06839094	0.01623541	0.05215553	0.01623541
11270	-115498	-115503	4.88152	0.06791561	0.01478266	0.05313294	0.01478266
11280	-115497	-115502	4.88351	0.07059895	0.0183938	0.05220515	0.0183938
11290	-115497	-115502	4.88321	0.0706692	0.0185082	0.052161	0.0185082
11300	-115499	-115504	4.87188	0.07040076	0.01616291	0.05423784	0.01616291
11310	-115497	-115502	4.87937	0.07119917	0.01886387	0.05233531	0.01886387
11320	-115498	-115503	4.87568	0.07171734	0.02049198	0.05122536	0.02049198
11330	-115497	-115502	4.88641	0.06992409	0.01756565	0.05235844	0.01756565
11340	-115497	-115502	4.88771	0.06860521	0.0159557	0.05264952	0.0159557
11350	-115498	-115503	4.89345	0.06915137	0.01766964	0.05148173	0.01766964
11360	-115499	-115504	4.87066	0.07230428	0.01964646	0.05265782	0.01964646
11370	-115498	-115503	4.87747	0.07055838	0.0170474	0.05351097	0.0170474
11380	-115498	-115503	4.87774	0.07061758	0.01717817	0.05343942	0.01717817
11390	-115497	-115502	4.88029	0.06998123	0.01664734	0.05333389	0.01664734
11400	-115498	-115502	4.87639	0.06888402	0.01513454	0.05374948	0.01513454
11410	-115499	-115503	4.86842	0.07257669	0.02068224	0.05189445	0.02068224
11420	-115497	-115502	4.88409	0.07049507	0.01828085	0.05221422	0.01828085
11430	-115498	-115503	4.86898	0.07241225	0.02120821	0.05120404	0.02120821
11440	-115500	-115505	4.86318	0.06677255	0.01301347	0.05375908	0.01301347
11450	-115497	-115502	4.88095	0.07053945	0.01760718	0.05293228	0.01760718
11460	-115499	-115503	4.89411	0.06831316	0.01644398	0.05186918	0.01644398
11470	-115498	-115502	4.87758	0.07150416	0.02030328	0.05120088	0.02030328
11480	-115497	-115502	4.88872	0.06897746	0.01650729	0.05247016	0.01650729
11490	-115497	-115502	4.88448	0.07042966	0.01822067	0.05220899	0.01822067
11500	-115497	-115502	4.8766	0.07163827	0.01964278	0.05199549	0.01964278
11510	-115498	-115502	4.87469	0.07187512	0.02001794	0.05185719	0.02001794
11520	-115498	-115503	4.87659	0.06988038	0.01609178	0.0537886	0.01609178
11530	-115498	-115503	4.87853	0.06806239	0.0146648	0.05339759	0.0146648
11540	-115498	-115502	4.8865	0.06852042	0.0157386	0.05278182	0.0157386
11550	-115497	-115502	4.8793	0.071237	0.0189981	0.0522389	0.0189981
11560	-115499	-115504	4.88825	0.06769025	0.01516669	0.05252356	0.01516669
11570	-115497	-115502	4.88578	0.07015925	0.01791199	0.05224727	0.01791199
11580	-115497	-115502	4.88978	0.06956204	0.0176098	0.05195224	0.0176098
11590	-115497	-115502	4.87966	0.06911498	0.01562659	0.0534884	0.01562659
11600	-115498	-115503	4.87541	0.07144512	0.01830493	0.05314019	0.01830493
11610	-115497	-115502	4.88727	0.07023631	0.01868416	0.05155215	0.01868416
11620	-115497	-115502	4.88426	0.07015705	0.01755601	0.05260104	0.01755601
11630	-115497	-115502	4.88231	0.06975334	0.01662066	0.05313267	0.01662066
11640	-115499	-115504	4.87271	0.07159007	0.01800997	0.05358009	0.01800997
11650	-115497	-115502	4.88727	0.06933828	0.01677221	0.05256607	0.01677221
11660	-115498	-115503	4.87509	0.06935593	0.01543147	0.05392446	0.01543147
11670	-115498	-115503	4.89176	0.0688208	0.01675463	0.05206617	0.01675463
11680	-115497	-115502	4.87836	0.07143386	0.01968226	0.0517516	0.01968226
11690	-115498	-115503	4.87483	0.06889958	0.01502269	0.05387689	0.01502269
11700	-115499	-115503	4.86859	0.07256553	0.02058424	0.0519813	0.02058424
11710	-115497	-115502	4.88594	0.0700307	0.01767179	0.05235891	0.01767179
11720	-115498	-115503	4.8788	0.07121778	0.02083323	0.05038454	0.02083323
11730	-115498	-115503	4.87194	0.07200629	0.02127507	0.05073122	0.02127507
11740	-115498	-115503	4.88091	0.06785235	0.01468994	0.05316241	0.01468994
11750	-115498	-115503	4.87397	0.07193691	0.01962717	0.05230974	0.01962717
11760	-115498	-115502	4.87827	0.07084046	0.01764529	0.05319517	0.01764529
11770	-115497	-115502	4.88536	0.07047384	0.01871842	0.05175542	0.01871842
11780	-115497	-115502	4.87822	0.07132203	0.01884552	0.0524765	0.01884552
11790	-115497	-115502	4.88327	0.07027037	0.01756759	0.05270278	0.01756759
11800	-115498	-115503	4.88479	0.06840403	0.01545893	0.0529451	0.01545893
11810	-115497	-115502	4.8894	0.06971941	0.01785859	0.05186082	0.01785859
11820	-115497	-115502	4.8811	0.07099321	0.01881845	0.05217476	0.01881845
11830	-115497	-115502	4.88607	0.06906704	0.01626811	0.05279893	0.01626811
11840	-115499	-115504	4.88761	0.07021929	0.01991866	0.05030063	0.01991866
11850	-115497	-115502	4.88826	0.06977452	0.01768543	0.05208909	0.01768543
11860	-115497	-115502	4.88567	0.06935335	0.01656269	0.05279066	0.01656269
11870	-115497	-115502	4.88369	0.06959389	0.01660149	0.0529924	0.01660149
11880	-115497	-115502	4.88685	0.07023021	0.01845521	0.05177501	0.01845521
11890	-115498	-115503	4.88549	0.07053087	0.01979705	0.05073383	0.01979705
11900	-115498	-115503	4.88164	0.0680064	0.01486037	0.05314603	0.01486037
11910	-115497	-115502	4.87656	0.07162932	0.01950068	0.05212864	0.01950068
11920	-115498	-115503	4.88162	0.07100099	0.0201574	0.0508436	0.0201574
11930	-115498	-115503	4.877	0.07116561	0.01803688	0.05312873	0.01803688
11940	-115497	-115502	4.89163	0.06932324	0.01756733	0.05175592	0.01756733
11950	-115498	-115503	4.8772	0.0701302	0.01644521	0.05368499	0.01644521
11960	-115498	-115503	4.87415	0.0719336	0.02021375	0.05171985	0.02021375
11970	-115498	-115503	4.87119	0.07205176	0.02142238	0.05062938	0.02142238
11980	-115497	-115502	4.88424	0.06950535	0.01656263	0.05294272	0.01656263
11990	-115498	-115503	4.87058	0.06899608	0.01477852	0.05421756	0.01477852
12000	-115497	-115502	4.88226	0.07095691	0.01957351	0.0513834	0.01957351
12010	-115498	-115503	4.8838	0.06784737	0.01491174	0.05293563	0.01491174
12020	-115498	-115503	4.87334	0.06949844	0.01540823	0.05409021	0.01540823
12030	-115497	-115502	4.88288	0.07010553	0.0172105	0.05289503	0.0172105
12040	-115497	-115502	4.88417	0.07022124	0.01766164	0.05255959	0.01766164
12050	-115497	-115502	4.88324	0.07073425	0.01876372	0.05197053	0.01876372
12060	-115497	-115502	4.87899	0.07118246	0.01864825	0.05253422	0.01864825
12070	-115497	-115502	4.8789	0.07136133	0.01953448	0.05182685	0.01953448
12080	-115497	-115502	4.88517	0.0695482	0.0167484	0.0527998	0.0167484
12090	-115497	-115502	4.88154	0.07024671	0.01720976	0.05303694	0.01720976
12100	-115497	-115502	4.88233	0.06996009	0.01690322	0.05305687	0.01690322
12110	-115497	-115502	4.88843	0.07010334	0.01873038	0.05137296	0.01873038
12120	-115497	-115502	4.88454	0.06946117	0.01654658	0.05291459	0.01654658
12130	-115497	-115502	4.8861	0.07044943	0.019112	0.05133744	0.019112
12140	-115497	-115502	4.88944	0.06923231	0.01696733	0.05226498	0.01696733
12150	-115497	-115502	4.88685	0.06993109	0.01767666	0.05225442	0.01767666
12160	-115497	-115502	4.8885	0.06997222	0.01825267	0.05171956	0.01825267
12170	-115497	-115502	4.87887	0.07043419	0.0170732	0.053361	0.0170732
12180	-115498	-115503	4.8904	0.06852215	0.01618753	0.05233462	0.01618753
12190	-115497	-115502	4.88506	0.06987377	0.01721335	0.05266042	0.01721335
12200	-115497	-115502	4.88521	0.07057086	0.01921686	0.051354	0.01921686
12210	-115500	-115504	4.86079	0.07283027	0.02270001	0.05013025	0.02270001
12220	-115500	-115505	4.87542	0.07130621	0.02166689	0.04963931	0.02166689
12230	-115497	-115502	4.88174	0.07102213	0.01964658	0.05137555	0.01964658
12240	-115498	-115502	4.87482	0.07185787	0.02010412	0.05175375	0.02010412
12250	-115497	-115502	4.88754	0.06921234	0.01664231	0.05257004	0.01664231
12260	-115497	-115502	4.88192	0.06898783	0.0157256	0.05326223	0.0157256
12270	-115497	-115502	4.88204	0.07020292	0.01722377	0.05297915	0.01722377
12280	-115497	-115502	4.88276	0.07076387	0.01866231	0.05210156	0.01866231
12290	-115497	-115502	4.88113	0.07078851	0.01818569	0.05260281	0.01818569
12300	-115497	-115502	4.88552	0.06885985	0.01597571	0.05288414	0.01597571
12310	-115497	-115502	4.88986	0.0688462	0.01650205	0.05234415	0.01650205
12320	-115497	-115502	4.87982	0.0698732	0.01645151	0.05342169	0.01645151
12330	-115498	-115503	4.8826	0.06816509	0.01506221	0.05310288	0.01506221
12340	-115499	-115504	4.89498	0.06785836	0.0160353	0.05182306	0.0160353
12350	-115497	-115502	4.88449	0.06977894	0.01697217	0.05280677	0.01697217
12360	-115506	-115511	4.83131	0.07576072	0.02430183	0.0514589	0.02430183
12370	-115501	-115506	4.85388	0.07321374	0.02352934	0.04968439	0.02352934
12380	-115499	-115503	4.89496	0.06901954	0.01780441	0.05121513	0.01780441
12390	-115497	-115502	4.88062	0.07002861	0.01675305	0.05327555	0.01675305
12400	-115500	-115505	4.89735	0.06875737	0.01793779	0.05081958	0.01793779
12410	-115498	-115503	4.87671	0.07146587	0.0187675	0.05269837	0.0187675
12420	-115497	-115502	4.88553	0.07028904	0.018164	0.05212504	0.018164
12430	-115497	-115502	4.8835	0.07027728	0.01762943	0.05264785	0.01762943
12440	-115498	-115503	4.87579	0.07007222	0.01621653	0.05385569	0.01621653
12450	-115498	-115503	4.86979	0.06883779	0.01460499	0.0542328	0.01460499
12460	-115499	-115504	4.87183	0.07045747	0.01621961	0.05423786	0.01621961
12470	-115497	-115502	4.88208	0.06976047	0.01660023	0.05316024	0.01660023
